,query,score,attack
4829,Q4830,36,0
4830,Q4831,29,0
4831,Q4832,102,1
4832,Q4833,162,1
4833,Q4834,122,1
4834,Q4835,33,0
4835,Q4836,52,0
4836,Q4837,58,0
4837,Q4838,63,0
4838,Q4839,23,0
4839,Q4840,193,1
4840,Q4841,37,0
4841,Q4842,141,1
4842,Q4843,28,0
4843,Q4844,24,0
4844,Q4845,86,0
4845,Q4846,46,0
4846,Q4847,61,0
4847,Q4848,7,0
4848,Q4849,194,1
4849,Q4850,10,0
4850,Q4851,37,0
4851,Q4852,103,1
4852,Q4853,48,0
4853,Q4854,77,0
4854,Q4855,162,1
4855,Q4856,112,1
4856,Q4857,81,0
4857,Q4858,66,0
4858,Q4859,71,0
4859,Q4860,134,1
4860,Q4861,72,0
4861,Q4862,0,0
4862,Q4863,112,1
4863,Q4864,25,0
4864,Q4865,25,0
4865,Q4866,54,0
4866,Q4867,34,0
4867,Q4868,100,0
4868,Q4869,200,1
4869,Q4870,150,1
4870,Q4871,180,1
4871,Q4872,63,0
4872,Q4873,185,1
4873,Q4874,51,0
4874,Q4875,178,1
4875,Q4876,118,1
4876,Q4877,101,1
4877,Q4878,96,0
4878,Q4879,40,0
4879,Q4880,26,0
4880,Q4881,7,0
4881,Q4882,145,1
4882,Q4883,117,1
4883,Q4884,156,1
4884,Q4885,198,1
4885,Q4886,177,1
4886,Q4887,128,1
4887,Q4888,3,0
4888,Q4889,48,0
4889,Q4890,91,0
4890,Q4891,52,0
4891,Q4892,149,1
4892,Q4893,9,0
4893,Q4894,179,1
4894,Q4895,135,1
4895,Q4896,107,1
4896,Q4897,193,1
4897,Q4898,115,1
4898,Q4899,43,0
4899,Q4900,64,0
4900,Q4901,44,0
4901,Q4902,159,1
4902,Q4903,169,1
4903,Q4904,34,0
4904,Q4905,118,1
4905,Q4906,39,0
4906,Q4907,191,1
4907,Q4908,183,1
4908,Q4909,96,0
4909,Q4910,62,0
4910,Q4911,51,0
4911,Q4912,157,1
4912,Q4913,169,1
4913,Q4914,174,1
4914,Q4915,172,1
4915,Q4916,62,0
4916,Q4917,132,1
4917,Q4918,183,1
4918,Q4919,127,1
4919,Q4920,6,0
4920,Q4921,103,1
4921,Q4922,189,1
4922,Q4923,149,1
4923,Q4924,167,1
4924,Q4925,37,0
4925,Q4926,95,0
4926,Q4927,146,1
4927,Q4928,98,0
4928,Q4929,135,1
4929,Q4930,80,0
4930,Q4931,119,1
4931,Q4932,92,0
4932,Q4933,110,1
4933,Q4934,115,1
4934,Q4935,144,1
4935,Q4936,193,1
4936,Q4937,89,0
4937,Q4938,2,0
4938,Q4939,162,1
4939,Q4940,85,0
4940,Q4941,94,0
4941,Q4942,178,1
4942,Q4943,33,0
4943,Q4944,120,1
4944,Q4945,196,1
4945,Q4946,40,0
4946,Q4947,156,1
4947,Q4948,96,0
4948,Q4949,114,1
4949,Q4950,29,0
4950,Q4951,16,0
4951,Q4952,22,0
4952,Q4953,11,0
4953,Q4954,23,0
4954,Q4955,56,0
4955,Q4956,29,0
4956,Q4957,198,1
4957,Q4958,110,1
4958,Q4959,125,1
4959,Q4960,199,1
4960,Q4961,19,0
4961,Q4962,1,0
4962,Q4963,126,1
4963,Q4964,32,0
4964,Q4965,107,1
4965,Q4966,78,0
4966,Q4967,162,1
4967,Q4968,21,0
4968,Q4969,42,0
4969,Q4970,99,0
4970,Q4971,32,0
4971,Q4972,52,0
4972,Q4973,60,0
4973,Q4974,15,0
4974,Q4975,24,0
4975,Q4976,15,0
4976,Q4977,179,1
4977,Q4978,137,1
4978,Q4979,137,1
4979,Q4980,87,0
4980,Q4981,1,0
4981,Q4982,8,0
4982,Q4983,87,0
4983,Q4984,171,1
4984,Q4985,47,0
4985,Q4986,53,0
4986,Q4987,157,1
4987,Q4988,119,1
4988,Q4989,27,0
4989,Q4990,192,1
4990,Q4991,193,1
4991,Q4992,191,1
4992,Q4993,155,1
4993,Q4994,72,0
4994,Q4995,145,1
4995,Q4996,37,0
4996,Q4997,36,0
4997,Q4998,54,0
4998,Q4999,145,1
4999,Q5000,180,1
